ticker,price,market_cap,shares,pe,pb,peg,ev_ebitda,p_fcf,roe,roa,roic,debt_equity,total_debt,cash,ttm_fcf,fcf_growth,op_margins,profit_margins,name,sector,industry,dcf_value,margin_of_safety,s_pe,s_pfcf,s_ev_ebitda,s_pb,s_peg,fund_score,s_roe,s_roa,s_margin,s_debt,s_fcf_pos,qual_score,dcf_score,composite,rank
XYZ,53.22,32442060800,547667000,10.70825,1.4405977,,18.94,20.884510201151922,0.14692001,0.0226,,0.36049,8101347840.0,8784812032.0,1553403000.0,0.41914095487097813,0.06871,0.13081001,"Block, Inc.",Financials,Transaction & Payment Processing Services,101.49,0.4756,0.8514529914529914,0.33511513157894735,0.18644067796610175,0.76,,0.5332522002495101,0.4794520547945206,0.5531674208144797,0.9729914529914531,0.6000000000000001,1.0,0.7211221857200907,0.7378,0.6620388165173512,57
EXPE,203.48,24933394432,117011421,20.742098,19.412325,,11.712,8.017168627652733,0.48672,0.057719998,,2.54692,6487000064.0,5733000192.0,3110000000.0,0.03834748630944329,0.1545,0.08783,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",398.81,0.4898,0.7357859531772576,0.9568868980963047,0.7457627118644069,0.19777777777777783,,0.6590533352289367,0.20547945205479454,0.784506273867976,0.4302884615384615,0.22948402948402952,1.0,0.5299516433890523,0.7449,0.6611165781773909,58
PCAR,128.46,67492888576,525400000,28.48337,3.503614,,21.644,23.311190058370464,0.12922,0.043670002,,0.8193699999999999,15784399872.0,9253699584.0,2895300000.0,0.7354844833011489,0.092089996,0.08352,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,182.31,0.2954,0.5897435897435898,0.75,0.28292046936114734,0.8204219409282701,,0.6107715000082519,0.74986657178438,0.8333333333333334,0.782051282051282,0.39712918660287083,1.0,0.7524760747543733,0.6476999999999999,0.6609690436914815,59
ADBE,258.61,108254142464,410500000,15.476361,9.18914,,11.493,10.988037196914332,0.55426,0.18221001,,0.57266,6656000000.0,6597000192.0,9852000000.0,0.10029506958590018,0.36503,0.29997,Adobe Inc.,Information Technology,Application Software,473.57,0.4539,0.953962703962704,0.9395129615082483,0.8084008843036108,0.4362441314553991,,0.7845301703074905,0.17344573234984195,0.11739926739926738,0.12983026363308053,0.44318181818181823,1.0,0.37277141631280164,0.72695,0.6585584136858221,60
EOG,123.08,67200868352,542598457,12.222444,2.2099726,,6.07,11.644579509963611,0.18476999,0.09086,,0.26835000000000003,8127000064.0,3529999872.0,5771000000.0,0.05312213276207389,0.33223,0.24410999,EOG Resources,Energy,Oil & Gas Exploration & Production,164.16,0.2502,0.9079254079254079,0.8480263157894737,0.8613251155624035,0.5854545454545453,,0.8006828461829577,0.2627646326276463,0.16591251885369532,0.21736596736596733,0.8611570247933883,1.0,0.5014400287281394,0.6251,0.6556390033460701,61
PTC,155.16,18463436800,118996116,22.817646,4.8008914,,16.013,21.552113254767196,0.23141001,0.112390004,,0.35942,1381058944.0,209736000.0,856688000.0,0.2790839249823618,0.33803,0.28612,PTC Inc.,Information Technology,Application Software,244.58,0.3656,0.8311965811965811,0.6370777690494894,0.6757553426676493,0.6788732394366197,,0.7057257330875849,0.4229715489989463,0.26208791208791204,0.2011556518598772,0.6022727272727273,1.0,0.4976975680438926,0.6828,0.6445483985916278,62
TYL,317.01,13714427904,43027728,44.02917,3.6917434,,30.296,23.863754124347263,0.08901,0.04141,,0.17355,642608000.0,1097200000.0,574697000.0,0.22044825036450377,0.13159001,0.13532,Tyler Technologies,Information Technology,Application Software,433.18,0.2682,0.3554778554778555,0.6068342498036134,0.3367722918201917,0.7359624413145539,,0.5087617096040536,0.7660695468914648,0.7974358974358975,0.8145539906103286,0.825,1.0,0.8406118869875382,0.6341,0.6418595701083033,63
AIG,80.44,43403501568,536559663,14.813997,1.0523149,,5.16,13.097013146650573,0.07399,0.0173,,0.24408000000000002,10046999552.0,12359999488.0,3314000000.0,-0.07104642460865984,0.13768,0.11634,American International Group,Financials,Multi-line Insurance,68.3,-0.1778,0.5813675213675212,0.5884046052631579,0.9548022598870057,0.9333333333333333,,0.7644769299627545,0.8904109589041096,0.6425339366515838,0.8784615384615385,0.7818181818181817,1.0,0.8386449231670827,0.4111,0.6416681562787347,64
MOS,29.43,9341314048,317407877,7.6243525,0.7308896,,6.186,197.07413603375528,0.101169996,0.02856,,0.37134,4803999744.0,153300000.0,47400000.0,-0.6249381718646054,0.11958,0.10334,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,,,1.0,0.05592105263157893,0.9608865710560626,1.0,,0.7542019059219104,0.5711275026343519,0.7045940170940171,0.49358974358974356,0.765034965034965,1.0,0.7068692456706156,0.5,0.6406879784903226,65
GNRC,229.19,13449800704,58684066,43.65524,5.1086645,,29.953,22.24696097709439,0.06283,0.03384,,0.52479,1384946944.0,341412992.0,604568000.0,0.26148095957664474,-0.00853,0.03791,Generac,Industrials,Electrical Components & Equipment,346.29,0.3382,0.141025641025641,0.7631578947368421,0.08735332464146026,0.6151898734177216,,0.4016816834554162,0.9605052481764811,0.9230769230769231,0.9871794871794872,0.7320574162679425,1.0,0.9205638149401668,0.6691,0.6383695429444374,66
BBY,64.48,13547330560,209535103,21.280529,5.1040926,,6.339,9.732277701149425,0.22493,0.06519,,1.54542,4100000000.0,1084999936.0,1392000000.0,-0.17895477069897192,0.039809998,0.015420001,Best Buy,Consumer Discretionary,Computer & Electronics Retail,54.44,-0.1845,0.7137681159420289,0.935330347144457,1.0,0.6411111111111111,,0.8225523935493992,0.6164383561643836,0.7414075286415712,0.9577991452991453,0.4221130221130221,1.0,0.7475516104436244,0.40775,0.6378812403531958,67
TEL,234.73,68901584896,293434273,33.7741,5.308592,,16.333,21.511578175460507,0.16097,0.09392,,0.45691000000000004,6001999872.0,1251000064.0,3203000000.0,0.2351015661816338,0.20903999,0.11406,TE Connectivity,Information Technology,Electronic Manufacturing Services,348.75,0.3269,0.5242812742812742,0.6521995286724275,0.6462785556374354,0.6360563380281691,,0.6147039241548266,0.5945205479452055,0.4212454212454212,0.5720476706392199,0.5227272727272727,1.0,0.6221081825114239,0.66345,0.6360534190820453,68
MRK,122.26,305378983936,2482022536,16.817057,5.8651958,,11.344,16.875496459770115,0.37166,,,0.79708,41373999104.0,18214000640.0,18096000000.0,0.2326889468857325,0.32561,0.28078,Merck & Co.,Health Care,Pharmaceuticals,232.23,0.4735,0.8895104895104896,0.7156048014773777,0.7457627118644069,0.29911111111111116,,0.6624972784908464,0.18904109589041096,,0.12222222222222222,0.31504132231404963,1.0,0.4065761601066707,0.73675,0.628218087498464,69
GL,144.39,11696100352,79605800,10.269559,2.0382552,,8.895,8.784846234212987,0.21124001,,,0.5521699999999999,3141361920.0,365540000.0,1331395000.0,-0.01647675965927442,0.24,0.19372,Globe Life,Financials,Life & Health Insurance,166.28,0.1316,0.9189743589743589,0.69921875,0.7062146892655368,0.48000000000000004,,0.7011019495599738,0.273972602739726,,0.6623931623931624,0.4727272727272728,1.0,0.6022732594650403,0.5658,0.622273997212251,70
ADP,214.47,86742122496,402644364,20.622116,13.519289,,14.286,19.746880619209144,0.73843,0.04709,,0.70044,4477899776.0,2424699904.0,4392700000.0,0.19936681717146265,0.26283002,0.19964,Automatic Data Processing,Industrials,Human Resource & Employment Services,313.51,0.3159,0.8589743589743589,0.8157894736842106,0.817470664928292,0.19189873417721512,,0.6710333079410192,0.09162070805906422,0.7564102564102565,0.14102564102564102,0.4909090909090909,1.0,0.4959931392808105,0.65795,0.6220399425995593,71
CF,97.18,15740532736,155974644,11.750906,3.131505,,6.022,8.994590134857143,0.23401,0.10797,,0.46765,3636000000.0,1982000000.0,1750000000.0,-0.09346409324076654,0.36912,0.20538999,CF Industries,Materials,Fertilizers & Agricultural Chemicals,105.63,0.08,0.9493589743589744,1.0,1.0,0.5712820512820512,,0.8801602564102564,0.10326659641728135,0.07158119658119658,0.0650887573964497,0.6867132867132867,1.0,0.3853299674216429,0.54,0.6203885815990005,72
DLTR,134.51,27435712512,198853187,25.42722,7.7913575,,15.802,17.564476640204866,0.20066999,0.05111,,2.21055,7658899968.0,594800000.0,1562000000.0,0.5634792817204055,0.06725,-0.15397,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,242.07,0.4443,0.5425971877584781,0.7467105263157895,0.4067796610169491,0.32444444444444454,,0.5051329548839154,0.43352135374697826,0.6527472527472528,0.7467948717948718,0.251336898395722,1.0,0.616880075336965,0.72215,0.6198765530436117,73
RL,385.03,23348473856,38655137,26.174711,8.078175,,17.492,22.915373300618313,0.33846,0.09568,,0.9897199999999999,2858700032.0,2250800128.0,1018900000.0,0.2289090408643637,0.20091,0.11726,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",845.3,0.5445,0.471571906354515,0.568868980963046,0.4279661016949152,0.4722222222222222,,0.48515730280867464,0.4794520547945206,0.5259138025095472,0.24038461538461536,0.5597051597051597,1.0,0.5610911264787686,0.77225,0.6189778376027283,74
SLB,50.85,76037603328,1495331485,21.638298,2.9123712,,11.052,16.73731088003522,0.13904001,0.067719996,,0.45975,12547000320.0,4304999936.0,4543000000.0,0.31343762581279955,0.15988,0.09449001,Schlumberger,Energy,Oil & Gas Equipment & Services,101.85,0.5008,0.5396270396270396,0.7467105263157895,0.3990755007704161,0.2630303030303031,,0.4871108424358871,0.4931506849315069,0.34464555052790347,0.6317016317016317,0.49090909090909096,1.0,0.5920813916140266,0.7504,0.6186691427560671,75
LDOS,173.5,22259587072,127855172,16.214954,4.460384,,10.966,17.90795420112631,0.31034002,0.09905,,1.07658,5342000128.0,1108000000.0,1243000000.0,0.10192441292446941,0.11243,0.084309995,Leidos,Industrials,Diversified Support Services,160.06,-0.084,0.9487179487179487,0.9078947368421052,0.9348109517601043,0.6664978902953587,,0.8644803819038791,0.35491905354919057,0.3076923076923077,0.6666666666666667,0.30334928229665076,1.0,0.5265254620409632,0.458,0.6173994991765985,76
J,137.93,16287920128,117446713,36.39314,4.709437,,14.624,26.81262696552269,0.09726,0.05685,,0.65173,2959638016.0,1552913024.0,607472000.0,0.20510915631640092,0.07434,0.03495,Jacobs Solutions,Industrials,Construction & Engineering,142.43,0.0316,0.358974358974359,0.6052631578947368,0.8044328552803129,0.6408438818565401,,0.6023785635014872,0.8946806618039495,0.6794871794871795,0.858974358974359,0.5712918660287082,1.0,0.8008868132588394,0.5158,0.6173742005402304,77
XYL,128.67,31344011264,243600000,32.82398,2.7314413,,16.88,33.27389730785563,0.08396,0.04857,,0.16529,1942000000.0,1479000064.0,942000000.0,0.4185532866297037,0.1627,0.10592,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,134.76,0.0452,0.4615384615384615,0.32894736842105265,0.5958279009126466,0.9230379746835443,,0.5773379263889262,0.9210104963529621,0.7435897435897436,0.48717948717948717,0.9062200956937799,1.0,0.8115999645631945,0.5226,0.6140082653769228,78
TTD,25.1,12272466944,440318931,28.522728,4.678472,,17.862,19.406362084396754,0.16783,0.05764,,0.14456,375976992.0,1445447040.0,632394000.0,0.2568243561498005,0.21802999,0.15717,Trade Desk (The),Communication Services,Advertising,53.18,0.5281,0.49358974358974356,0.4934210526315789,0.33677229182019164,0.33913043478260874,,0.41572838070603074,0.5853051058530511,0.3554778554778555,0.2954292084726867,1.0,1.0,0.6472424339607187,0.76405,0.6129355417372905,79
CHTR,230.16,29784860672,126631549,6.3580112,1.8154713,,5.989,6.741706806699864,0.28667998,0.054840002,,4.82329,98969001984.0,477000000.0,4418000000.0,-0.07316236098381579,0.24741,0.09105,Charter Communications,Communication Services,Cable & Satellite,,,0.9539627039627039,0.9539473684210525,0.9557848194546794,0.6915942028985507,,0.8888222736842466,0.2627646326276463,0.4475524475524475,0.20735785953177255,0.07438016528925616,1.0,0.3984110210002245,0.5,0.6106905510395425,80
RJF,158.26,31251585024,197091037,15.485322,2.496372,,,13.914329930543188,0.17124,0.024530001,,0.46262000000000003,5816999936.0,15877000192.0,2246000000.0,,0.19743,0.14758,Raymond James Financial,Financials,Investment Banking & Brokerage,233.59,0.3225,0.5543589743589743,0.5567434210526315,,0.4,,0.5037007984705353,0.36986301369863017,0.49358974358974356,0.7569230769230769,0.5454545454545454,1.0,0.6331660759331992,0.66125,0.5990867984479871,81
UNH,290.0,262693191680,905838620,21.936459,2.6366274,,13.538,12.687427755614586,0.12538,0.039,,0.7707999999999999,78389002240.0,28120999936.0,20705000000.0,0.013493020788259757,0.00336,0.02694,UnitedHealth Group,Health Care,Managed Health Care,257.8,-0.1249,0.686946386946387,0.8933518005540168,0.576271186440678,0.6031111111111112,,0.6899201212630482,0.5760896637608967,0.774928774928775,0.9324786324786325,0.35206611570247937,1.0,0.7271126373741567,0.43755,0.5982702017856061,82
ROP,335.79,36143575040,106600000,23.647184,1.8004247,,14.296,15.837163719218298,0.07929,0.04239,,0.46781999999999996,9301000192.0,297400000.0,2282200000.0,0.05317031193318145,0.28577998,0.19441,Roper Technologies,Information Technology,Electronic Equipment & Instruments,263.1,-0.2763,0.7544677544677545,0.7731736056559309,0.7347089167280766,0.9357746478873239,,0.7995312311847715,0.7816649104320337,0.782967032967033,0.35807150595882986,0.5068181818181818,1.0,0.6859043262352157,0.36185,0.596052012473474,83
DOV,233.31,31999215616,134866626,29.236841,4.2484884,,18.292,28.742361185364032,0.15285,0.06965,,0.48404,3584452096.0,1676807936.0,1113312000.0,0.23249980656517155,0.18225999,0.13518,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,259.17,0.0998,0.5641025641025642,0.5263157894736842,0.4915254237288136,0.6921518987341773,,0.5685239190098098,0.7103718199608611,0.5,0.41025641025641024,0.785645933014354,1.0,0.681254832646325,0.5499,0.5892570798150147,84
GEN,22.35,13783605248,605663774,23.041237,5.8082123,,10.628,11.429191747927032,0.26902,0.07169,,3.6337900000000003,8473999872.0,616000000.0,1206000000.0,0.07602901824326769,0.35806,0.12757,Gen Digital,Information Technology,Systems Software,22.59,0.0107,0.8005050505050505,0.9243912018853103,0.8526160648489314,0.5932394366197182,,0.7926879384647526,0.3605900948366702,0.536996336996337,0.14409534127843984,0.07727272727272728,1.0,0.4237909000768349,0.50535,0.5855285034818721,85
CPRT,36.48,35313283072,968017684,22.380367,3.6043868,,15.585,28.69225768793266,0.17129,0.109919995,,0.0098,96136000.0,5101820928.0,1230760000.0,0.13613497248033846,0.34654,0.33758,Copart,Industrials,Diversified Support Services,34.17,-0.0675,0.782051282051282,0.5526315789473684,0.7131681877444588,0.7947679324894515,,0.7106547453081402,0.6708770681373422,0.2564102564102564,0.05128205128205129,0.9866028708133971,1.0,0.5930344493286095,0.46625,0.5834877731900014,86
NOW,104.27,110019756032,1046000000,62.437126,8.423136,,38.417,24.270848451797928,0.15488,0.053850003,,0.18536000000000002,2403000064.0,6284000256.0,4533000000.0,0.2777385491478457,0.16508,0.13165,ServiceNow,Information Technology,Systems Software,156.86,0.3353,0.1866744366744366,0.5917124901806756,0.20412675018422996,0.45051643192488267,,0.3582575272410562,0.6257112750263435,0.6816849816849817,0.6719032141567353,0.8090909090909091,1.0,0.7576780759917939,0.66765,0.5818696535323182,87
MKC,68.5,18388019200,253586510,23.37884,3.2049785,,17.267,24.83525013506213,0.14243001,0.05228,,0.73211,4222899968.0,95900000.0,740400000.0,0.23875755449959213,0.1718,0.1154,McCormick & Company,Consumer Staples,Packaged Foods & Meats,82.68,0.1715,0.738626964433416,0.4652777777777778,0.26553672316384186,0.605925925925926,,0.5188418478252405,0.6422240128928284,0.5948717948717949,0.4091880341880342,0.6705882352941176,1.0,0.6633744154493549,0.58575,0.5817382506011729,88
NTAP,102.48,20456892416,198060348,17.85366,20.578314,,11.754,15.289157261584455,1.25346,0.10062,,2.7778899999999997,2739000064.0,3020000000.0,1338000000.0,0.10749037612693835,0.24751,0.17733999,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",138.73,0.2613,0.8772338772338772,0.8034171249018068,0.793662490788504,0.11511737089201879,,0.6473577159540518,0.05648050579557429,0.36336996336996336,0.4864572047670639,0.0931818181818182,1.0,0.3998978984228839,0.6306499999999999,0.5788096751896391,89
EXR,152.75,33849622528,212247580,34.09598,2.4010878,,20.207,18.131304530037774,0.07008,0.034679998,,0.9768000000000001,13991756800.0,138920000.0,1866916000.0,0.2531033082692331,0.47744998,0.27822,Extra Space Storage,Real Estate,Self-Storage REITs,245.58,0.378,0.49358974358974356,0.624756335282651,0.40951339529797703,0.5423655913978493,,0.5175562663920552,0.5655577299412916,0.2812241521918941,0.15053763440860213,0.41818181818181827,1.0,0.4831002669447212,0.6890000000000001,0.5775197599733997,90
EQT,60.5,37756284928,624070822,19.70684,1.5895536,,8.074,65.86195004047,0.09007,0.053460002,,0.28931999999999997,7915793920.0,110795000.0,573264000.0,-0.01905265643317,0.5499,0.24927,EQT Corporation,Energy,Oil & Gas Exploration & Production,,,0.5856643356643356,0.18947368421052632,0.6302003081664097,0.9078787878787878,,0.5783042789800149,0.8617683686176837,0.7021116138763198,0.07925407925407925,0.7223140495867769,1.0,0.673089622266972,0.5,0.5706789032097481,91
KDP,29.54,40132546560,1358583125,25.465519,1.584764,,13.549,25.129960275516595,0.06291,0.041490003,,0.7356699999999999,18630000640.0,516000000.0,1597000000.0,-0.12925761995416662,0.23107,0.09781,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,,,0.5099255583126551,0.4371345029239766,0.5480225988700564,0.7748148148148148,,0.5674743687303757,0.7316680096696213,0.8553113553113553,0.2122507122507122,0.6406417112299465,1.0,0.6879743576923271,0.5,0.5706096184787133,92
BDX,185.39,67165888512,284466650,30.292484,2.0879838,,11.846,25.14634538075627,0.0696,0.04079,,0.7728400000000001,19538999296.0,751000000.0,2671000000.0,0.17180478383393938,0.13347,0.08014,Becton Dickinson,Health Care,Health Care Equipment,180.47,-0.0272,0.4291375291375291,0.41343490304709146,0.6949152542372882,0.7044444444444444,,0.5604830327165883,0.8156911581569116,0.7374169040835707,0.6961538461538461,0.33355371900826447,1.0,0.7165631254805186,0.4864,0.5698698428209356,93
HST,20.4,14210159616,687689481,19.245283,2.139486,,11.692,14.95806275368421,0.11489,0.04067,,0.8377899999999999,5640000000.0,768000000.0,950000000.0,,0.12087,0.12476,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,15.04,-0.356,0.9324786324786325,0.8499025341130604,1.0,0.6077419354838709,,0.847530775518891,0.23972602739726026,0.21588089330024812,0.869313482216708,0.5636363636363636,1.0,0.5777113533101159,0.322,0.5698636097591407,94
FDS,195.05,7298758656,37099259,12.407761,3.350914,,9.226,11.820732647290324,0.28831,0.114209995,,0.71961,1560034048.0,292680992.0,617454000.0,0.08223751725614559,0.32629,0.25399,FactSet,Financials,Financial Exchanges & Data,270.86,0.2799,0.810940170940171,0.6200657894736842,0.6836158192090397,0.27999999999999997,,0.5986554449057236,0.1643835616438356,0.10633484162895927,0.4598290598290598,0.3454545454545455,1.0,0.41520040171128,0.63995,0.5693095061448232,95
TROW,95.38,20815443968,218072901,10.322511,1.9195781,,6.422,14.072095705786912,0.18791,0.106479995,,0.03891,469000000.0,3378200064.0,1479200000.0,-0.11330522151375211,0.32217,0.28533,T. Rowe Price,Financials,Asset Management & Custody Banks,83.61,-0.1407,0.9054700854700855,0.5409128289473685,0.8870056497175142,0.5199999999999999,,0.7133471410337421,0.3424657534246575,0.1361236802413273,0.5003418803418803,0.9636363636363636,1.0,0.5885135355288458,0.42965,0.5686598832440212,96
BMY,60.66,123532492800,2036473705,17.531792,6.685771,,8.374,9.61716565200467,0.40442002,0.10293,,2.54982,47187001344.0,10673000448.0,12845000000.0,0.02442373363500816,0.28163,0.14637,Bristol Myers Squibb,Health Care,Pharmaceuticals,72.69,0.1655,0.8526806526806527,0.9289012003693444,0.8474576271186441,0.2315555555555556,,0.7151487589310492,0.15217932752179328,0.19349477682811014,0.2066239316239316,0.07438016528925624,1.0,0.32533564025261824,0.58275,0.5647359756890218,97
JBL,271.09,28958636032,105595267,42.35781,21.545858,,13.326,24.70873381569966,0.47823003,0.051620003,,2.55828,3446000128.0,1572000000.0,1172000000.0,0.6393889054772124,0.041300002,0.0226,Jabil,Information Technology,Electronic Manufacturing Services,374.49,0.2761,0.40151515151515144,0.5765907305577378,0.7494473102431833,0.11511737089201879,,0.4606676408020228,0.18904109589041096,0.6961538461538461,0.9429396894185627,0.1090909090909091,1.0,0.5874451081107457,0.63805,0.5633149513083944,98
NWS,26.55,14716454912,184823345,34.48052,1.6838967,,13.717,25.77312594045534,0.06329,0.03943,,0.30892,2923000064.0,2056000000.0,571000000.0,-0.12590896795592,0.17062001,0.13346,News Corp (Class B),Communication Services,Publishing,27.32,0.028,0.2634032634032634,0.3552631578947369,0.4252026529108327,0.823768115942029,,0.4669092975377155,0.7926525529265255,0.7467948717948718,0.49358974358974356,0.8380165289256197,1.0,0.7742107394473521,0.514,0.5625709390000384,99
IBKR,74.395,126466850816,445363717,33.51126,6.1779604,,,14.578311333256485,0.23507999,0.02466,,1.20995,24770000896.0,105503997952.0,8675000000.0,0.14237066443909763,0.79412,0.15858,Interactive Brokers,Financials,Investment Banking & Brokerage,636.75,0.8832,0.12222222222222222,0.4934210526315789,,0.14666666666666667,,0.2541033138401559,0.20547945205479454,0.47869532428355954,0.0006837606837606848,0.2181818181818182,1.0,0.3806080710407866,0.9416,0.5607281776042512,100
DUK,126.78,98591891456,777661224,20.091917,1.9390063,,12.845,2053.9977386666665,0.09724,0.02806,,1.7138999999999998,90868998144.0,245000000.0,48000000.0,,0.26505,0.15411,Duke Energy,Utilities,Electric Utilities,,,0.771298593879239,0.1557017543859649,0.7047566976489885,0.7058064516129032,,0.5843908743817738,0.5749005744586833,0.7636752136752137,0.2812241521918941,0.47448680351906164,1.0,0.6188573487689706,0.5,0.5592511432258636,101
KVUE,18.72,35867226112,1915984439,24.631578,3.3723652,,12.74,26.866836038951313,0.14481,,,0.8565900000000001,9109000192.0,1139000064.0,1335000000.0,2.24692471954847,0.18069,0.097200006,Kenvue,Consumer Staples,Personal Care Products,20.46,0.0852,0.607940446650124,0.2964181286549708,0.632768361581921,0.5777777777777778,,0.5287261786661984,0.5825946817082998,,0.32478632478632474,0.5807486631016042,1.0,0.6220324173990572,0.5426,0.5576022668829337,102
BG,121.95,23580379136,193361047,28.829786,1.3691171,,17.257,45.00072354198473,0.05964,0.02735,,0.89812,15646999552.0,1135000064.0,524000000.0,,0.01296,0.0116,Bunge Global,Consumer Staples,Agricultural Products & Services,,,0.3465674110835401,0.15570175438596487,0.29378531073446335,0.8311111111111111,,0.40679139682876986,0.7912973408541498,0.9421245421245421,1.0,0.5508021390374331,1.0,0.856844804403225,0.5,0.5565881899908757,103
EXE,108.06,25736615936,238169697,34.74598,1.3916111,,5.426,3217.076992,0.100659996,0.05863,,0.27495,5107999744.0,616000000.0,8000000.0,-0.9410488429063862,0.27513,0.15628,Expand Energy,Energy,Oil & Gas Exploration & Production,,,0.12529137529137532,0.06282894736842107,0.9075500770416024,0.9539393939393939,,0.5124024484101981,0.7696139476961394,0.5829562594268477,0.3554778554778555,0.8148760330578512,1.0,0.7045848191317388,0.5,0.555487061726504,104
BRO,69.59,23759472640,340420023,22.02215,1.8635852,,15.416,17.192093082489148,0.11226,0.04241,,0.62976,7918000128.0,1079000064.0,1382000000.0,0.18572644011896222,0.23165001,0.18289,Brown & Brown,Financials,Insurance Brokers,92.41,0.247,0.3112820512820512,0.41426809210526316,0.36723163841807904,0.5733333333333334,,0.41652877878468164,0.6986301369863014,0.3595399698340875,0.6894017094017094,0.38181818181818183,1.0,0.625877999608056,0.6234999999999999,0.5516545724766525,105
IR,95.6,37772554240,391121689,65.93103,3.705857,,20.531,30.276173645399165,0.057729997,0.05199,,0.5069899999999999,5148000256.0,1264000000.0,1247600000.0,0.31281299843091626,0.20011999,0.07599,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,102.8,0.07,0.06410256410256411,0.48684210526315796,0.3676662320730118,0.769113924050633,,0.4219312063723417,0.9736701654509874,0.7051282051282052,0.3205128205128205,0.7454545454545456,1.0,0.7489531473093118,0.535,0.5489142090576475,106
EME,812.79,36385247232,44765864,32.68154,10.908614,,21.151,27.296906120587213,0.37088,0.12044,,0.12915,430920000.0,655104000.0,1332944000.0,0.6770027556890619,0.09433,0.06959,Emcor,Industrials,Construction & Engineering,1057.28,0.2312,0.4743589743589744,0.5921052631578947,0.30899608865710565,0.2816877637130802,,0.41428702247176374,0.24959971535314,0.1794871794871795,0.7564102564102565,0.9196172248803829,1.0,0.6210228752261917,0.6156,0.5464961766716652,107
BKR,62.21,61478191104,988236510,23.926924,3.259457,,13.768,24.23263346629878,0.14552,0.05538,,0.35255000000000003,6702000128.0,3715000064.0,2537000000.0,0.41314564730955383,0.1251,0.09332,Baker Hughes,Energy,Oil & Gas Equipment & Services,87.7,0.2907,0.35547785547785554,0.44276315789473686,0.21417565485362094,0.21696969696969695,,0.30734659129897757,0.4470734744707347,0.6425339366515838,0.7237762237762239,0.6760330578512396,1.0,0.6978833385499563,0.64535,0.5401821415921313,108
JBHT,230.16,21915453440,94600000,37.607845,6.1069837,,14.899,35.474354975776286,0.15787,0.066589996,,0.49755000000000005,1773801984.0,17284000.0,617783000.0,0.3075752332855515,0.07959,0.04986,J.B. Hunt,Industrials,Cargo Ground Transportation,212.22,-0.0846,0.2948717948717949,0.2763157894736842,0.7913950456323338,0.5254008438818566,,0.47199586846491737,0.6972069026863548,0.5256410256410257,0.8333333333333334,0.7588516746411483,1.0,0.7630065872603724,0.4577,0.5390302007778143,109
TDY,668.72,31397062656,46950987,35.45705,3.0020828,,22.503,28.331585143475905,0.08926,0.04921,,0.23544,2475399936.0,352400000.0,1108200000.0,0.15299285542447505,0.20604,0.14632,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,530.41,-0.2608,0.508935508935509,0.5463472113118618,0.4546794399410465,0.7787793427230046,,0.5721853757278554,0.7504741833508957,0.754029304029304,0.5863127482845792,0.7136363636363636,1.0,0.7608905198602285,0.36960000000000004,0.5383275114698065,110
NOC,723.56,103266525184,141921621,24.873152,6.1618905,,17.034,31.22664807499244,0.26167,0.066360004,,1.07257,17884000256.0,4402999808.0,3307000000.0,0.3114953090180621,0.16530001,0.09968001,Northrop Grumman,Industrials,Aerospace & Defense,728.48,0.0068,0.7051282051282051,0.44736842105263164,0.5827900912646674,0.49974683544303805,,0.5587583882221355,0.4470734744707347,0.5384615384615385,0.47435897435897434,0.31674641148325355,1.0,0.5553280797549002,0.5034,0.5357574558164725,111
RMD,259.12,37822783488,145678401,25.63007,5.971332,,18.36,22.90976415218911,0.25676,0.14745,,0.13411,847721024.0,1417069056.0,1650946000.0,1.0377475102618,0.35162997,0.27526,ResMed,Health Care,Health Care Equipment,404.41,0.3593,0.5948717948717949,0.5200831024930749,0.288135593220339,0.2822222222222222,,0.4213281782018577,0.28119551681195515,0.08095916429249762,0.0547008547008547,0.8704132231404959,1.0,0.45745375178916065,0.67965,0.5336883003179403,112
AMCR,50.49,23328688128,462045690,37.962406,2.0041282,,13.508,28.800849540740742,0.07734,0.03909,,1.38731,16158000128.0,1057000000.0,810000000.0,-0.0675193176531631,0.08295,0.03039,Amcor,Materials,Paper & Plastic Packaging Products & Materials,,,0.2403846153846153,0.7236842105263158,0.4524119947848762,0.6882051282051281,,0.5261714872252339,0.6491043203371971,0.577991452991453,0.6104536489151874,0.09930069930069926,1.0,0.5873700243089074,0.5,0.5310025266060587,113
